r1,r2,commit,author_experience,MaxNestings,CountDeclFunction,Cyclomatics,CountLineCodes,CountStmtDecls,CountLineBlank_php,RatioCommentToCodes,bug,msg_size,nbr_insert_line_commit,nbr_deleted_line_commit,nbr_churn_file_commit,week_day,month_day,month,freq,pic
3.4.2,3.5,df39c7be,11,5,48,1,966,59,167,1.26,1,7,2,2,2,3,6,11,0,0
3.4.2,3.5,df9af02a,89,2,0,4,24,0,11,0.71,0,11,0,1,1,5,27,9,0,0
3.4.2,3.5,dfa7b94b,2656,4,32,1,802,45,217,0.41,0,10,6,4,1,6,29,6,0,0
3.4.2,3.5,dfb844b6,505,2,16,1,498,21,86,0.28,0,12,10,39,2,4,21,11,0,0
3.4.2,3.5,dfbe93b7,272,6,99,1,3171,110,1039,0.43,0,15,1,1,1,3,9,10,0,0
3.4.2,3.5,dfeced9f,431,2,17,1,130,20,34,0.85,0,14,12,22,2,5,15,11,2,1
3.4.2,3.5,e0012c7e,2651,6,92,1,2944,104,947,0.42,1,7,1,0,1,5,28,6,0,0
3.4.2,3.5,e00b17aa,30,5,2,29,447,4,53,0.17,1,20,2,1,3,4,22,8,0,0
3.4.2,3.5,e0135ddf,91,0,0,0,0,0,0,0,0,45,73,18,3,5,11,10,0,0
3.4.2,3.5,e027dbf0,161,3,2,34,193,3,37,0.3,0,5,6,6,1,1,16,9,0,0
3.4.2,3.5,e02ea802,7136,5,54,1,1157,75,218,0.46,1,7,1,3,1,5,26,7,0,0
3.4.2,3.5,e03640b1,78,4,39,1,591,65,114,0.84,1,16,2,2,1,2,3,9,0,0
3.4.2,3.5,e03bb0d1,63,2,9,1,107,18,25,0.89,0,19,38,40,3,5,30,8,0,0
3.4.2,3.5,e04bdce3,325,7,145,1,2653,209,775,0.8,1,8,23,25,1,6,2,11,0,0
3.4.2,3.5,e0587d89,576,4,6,14,436,10,52,0.14,0,3,1,1,1,2,3,12,0,0
3.4.2,3.5,e0835b5f,22,0,0,1,6,0,4,4.17,0,3,7,7,7,5,30,8,0,0
3.4.2,3.5,e0909443,625,5,43,1,1204,51,238,0.46,1,7,6,2,2,5,6,12,0,0
3.4.2,3.5,e09ea56a,448,0,0,0,0,0,0,0,1,22,110,38,3,1,18,11,0,0
3.4.2,3.5,e0ebe098,260,5,41,1,1053,48,203,0.5,0,10,14,9,2,4,21,11,1,1
3.4.2,3.5,e11afb7c,483,0,0,0,0,0,0,0,1,7,13,20,2,3,20,11,0,0
3.4.2,3.5,e1405b6f,611,0,0,0,0,0,0,0,1,13,26,9,1,4,5,12,0,0
3.4.2,3.5,e14d191f,49,0,0,0,0,0,0,0,0,57,101,88,2,5,27,9,0,0
3.4.2,3.5,e14ff50c,411,3,29,1,821,37,182,0.2,1,13,25,2,3,7,10,11,0,0
3.4.2,3.5,e197f919,109,0,0,0,0,0,0,0,0,11,9,0,2,1,5,8,0,0
3.4.2,3.5,e1a28534,6,0,0,1,6,0,4,4.17,0,5,2,2,2,1,19,8,0,0
3.4.2,3.5,e1b861e1,6,4,7,74,518,11,131,0.19,0,49,7,4,1,5,20,9,0,0
3.4.2,3.5,e1f25c2c,387,5,63,1,876,87,233,0.71,1,19,21,1,1,4,7,11,0,0
3.4.2,3.5,e2201620,122,0,0,0,0,0,0,0,1,14,6,0,1,4,8,8,0,0
3.4.2,3.5,e22591ce,113,0,0,0,0,0,0,0,1,16,4,0,1,1,5,8,0,0
3.4.2,3.5,e225c127,42,4,46,1,608,98,180,1.58,0,13,5,2,1,6,24,8,0,0
3.4.2,3.5,e25565f4,232,0,0,0,0,0,0,0,0,11,19,0,2,3,20,11,0,0
3.4.2,3.5,e276fc44,498,3,14,7,576,17,135,0.19,0,61,37,12,6,4,21,11,0,0
3.4.2,3.5,e27c374c,269,0,0,1,6,0,4,4.17,0,3,2,2,2,2,6,8,0,0
3.4.2,3.5,e286612f,25,0,0,1,6,0,4,4.17,0,3,2,2,2,5,30,8,0,0
3.4.2,3.5,e2bc5670,535,0,0,0,0,0,0,0,1,20,4,0,1,3,27,11,0,0
3.4.2,3.5,e2be7ec8,8,0,0,0,0,0,0,0,0,53,10,15,1,6,31,8,0,0
3.4.2,3.5,e2c2d705,262,0,0,1,6,0,4,4.17,0,3,2,2,2,1,5,8,0,0
3.4.2,3.5,e3069d9d,462,3,0,18,104,0,27,0.15,0,28,5,2,2,2,19,11,0,0
3.4.2,3.5,e31f46e7,135,2,0,5,30,0,10,0.8,0,7,0,1,1,6,16,11,0,0
3.4.2,3.5,e3c7cf5c,5,0,0,0,0,0,0,0,0,12,1,1,1,3,9,10,0,0
3.4.2,3.5,e3cb5634,102,4,13,2,738,17,98,0.2,0,7,16,1,1,3,11,9,0,0
3.4.2,3.5,e3d01cdd,207,0,0,0,0,0,0,0,0,21,4,8,1,2,19,11,0,0
3.4.2,3.5,e3d18dc0,275,4,1,66,362,1,78,0.04,0,22,39,13,1,4,10,10,4,1
3.4.2,3.5,e3dc0220,6,4,16,12,434,31,101,0.54,0,33,64,162,3,5,27,9,1,1
3.4.2,3.5,e4c209f1,191,4,30,1,800,42,212,0.4,1,35,0,10,1,7,22,9,0,0
3.4.2,3.5,e4c21210,113,7,118,1,1836,145,395,0.82,0,9,1,1,1,4,12,9,1,1
3.4.2,3.5,e4c8ceca,198,5,43,1,1144,50,231,0.48,1,45,33,9,1,2,26,11,0,0
3.4.2,3.5,e4daac36,112,0,0,0,0,0,0,0,1,14,1,1,1,6,12,10,0,0
3.4.2,3.5,e5285ef3,88,0,0,0,0,0,0,0,0,16,1,1,1,5,11,10,0,0
3.4.2,3.5,e52a437b,198,3,14,1,243,16,65,0.66,1,14,45,3,1,2,26,11,2,1
3.4.2,3.5,e538b8c6,71,2,13,5,207,17,49,0.89,1,27,8,6,2,5,20,9,0,0
3.4.2,3.5,e55bebac,198,3,5,9,112,6,42,0.38,1,17,23,1,2,3,27,11,6,1
3.4.2,3.5,e560532e,1636,0,0,0,0,0,0,0,1,14,0,1,1,4,20,6,0,0
3.4.2,3.5,e5848ee1,51,3,8,23,330,12,102,0.27,0,42,2,813,3,3,28,8,0,0
3.4.2,3.5,e588812a,385,4,46,1,604,98,180,1.59,1,62,1,1,1,4,7,11,2,1
3.4.2,3.5,e58fb085,340,0,0,0,0,0,0,0,0,12,2,1,1,2,5,11,0,0
3.4.2,3.5,e5c1d8d7,396,7,121,1,1912,148,411,0.81,1,8,1,1,1,5,8,11,1,1
3.4.2,3.5,e5fcf53e,248,0,0,1,6,0,4,4.17,0,3,2,2,2,2,23,7,0,0
3.4.2,3.5,e63ef3a4,274,5,41,1,1056,48,203,0.5,0,26,147,125,5,5,22,11,0,0
3.4.2,3.5,e65187ad,98,0,0,0,0,0,0,0,0,10,2,1,1,2,15,10,0,0
3.4.2,3.5,e656d19a,228,0,0,0,0,0,0,0,1,11,44,39,2,6,30,11,0,0
3.4.2,3.5,e687b669,56,0,0,0,0,0,0,0,0,43,76,14,1,4,3,10,0,0
3.4.2,3.5,e6943d10,215,0,0,0,0,0,0,0,0,11,48,19,1,2,19,11,0,0
3.4.2,3.5,e6afa58c,113,0,0,0,0,0,0,0,1,14,4,1,1,1,5,8,0,0
3.4.2,3.5,e6fe8c83,296,6,20,1,776,33,169,0.17,0,34,8,7,3,3,16,10,0,0
3.4.2,3.5,e728ad3a,136,6,56,1,1656,90,430,0.73,1,19,1,1,1,6,14,9,0,0
3.4.2,3.5,e7567145,78,7,87,1,1777,101,301,0.7,1,23,1,1,1,3,4,9,0,0
3.4.2,3.5,e75d8f7d,7141,4,21,1,384,31,106,0.59,1,32,61,79,1,6,27,7,0,0
3.4.2,3.5,e7767b1e,413,1,10,5,67,10,29,0.87,0,18,4,4,4,7,10,11,0,0
3.4.2,3.5,e77ec928,404,0,0,0,0,0,0,0,1,24,3,0,1,6,9,11,0,0
3.4.2,3.5,e79a5679,14,6,45,7,1235,80,287,0.38,0,20,15,3,1,5,16,8,0,0
3.4.2,3.5,e79b028a,330,5,56,1,1424,69,365,0.06,1,20,6,6,1,2,5,11,0,0
3.4.2,3.5,e7a27494,413,0,0,0,0,0,0,0,1,11,20,13,2,7,10,11,0,0
3.4.2,3.5,e7b985db,1639,6,39,1,873,56,180,0.48,0,11,3,2,3,5,5,7,0,0
3.4.2,3.5,e7f16429,44,0,0,1,6,0,4,4.17,0,5,5,3,5,2,24,9,0,0
3.4.2,3.5,e8449409,1661,8,10,1,608,28,137,0.14,1,16,2,2,1,4,25,7,0,0
3.4.2,3.5,e84a4a0c,22,0,0,0,0,0,0,0,1,36,44,84,1,4,5,12,0,0
3.4.2,3.5,e84d1f72,86,0,0,1,6,0,4,4.17,0,3,6,6,6,1,11,11,0,0
3.4.2,3.5,e860d3eb,12,2,16,1,146,22,52,1.12,0,6,5,6,1,6,9,11,0,0
3.4.2,3.5,e8b10439,296,3,10,8,218,13,59,0.15,0,15,55,19,6,3,16,10,1,1
3.4.2,3.5,e8dbb093,94,0,0,0,0,0,0,0,0,4,2,2,1,5,15,11,0,0
3.4.2,3.5,e914a043,159,3,12,1,230,18,58,0.11,0,12,1,1,1,1,16,9,1,1
3.4.2,3.5,e9164acb,166,3,0,11,149,0,27,0.06,1,37,13,21,1,2,5,11,10,1
3.4.2,3.5,e9503f90,96,2,16,1,550,25,163,0.31,0,41,253,394,6,2,15,10,0,0
3.4.2,3.5,e984c729,75,5,10,1,158,13,41,0.69,1,50,8,2,1,2,3,9,0,0
3.4.2,3.5,e9c63604,113,2,11,5,187,17,47,0.84,1,20,17,1,1,1,5,8,0,0
3.4.2,3.5,e9f355e6,483,0,0,0,0,0,0,0,1,27,20,6,2,3,20,11,0,0
3.4.2,3.5,ea0d28db,214,4,21,9,616,25,123,0.32,1,12,25,11,2,4,28,11,16,1
3.4.2,3.5,ea3e47bc,236,4,29,1,798,41,214,0.39,1,20,21,19,1,6,30,11,0,0
3.4.2,3.5,eac52643,227,2,0,14,206,0,35,0.06,0,15,4,7,1,4,26,9,0,0
3.4.2,3.5,ead998c5,161,5,23,1,839,29,104,0.27,0,19,24,5,1,7,10,11,0,0
3.4.2,3.5,eaefa670,261,0,0,0,0,0,0,0,1,21,70,22,3,5,6,12,0,0
3.4.2,3.5,eb404cc8,198,3,0,61,368,0,77,0.05,1,7,1,1,1,2,26,11,1,1
3.4.2,3.5,eb54ac63,52,5,46,1,959,59,200,0.58,0,12,50,51,2,5,27,9,15,1
3.4.2,3.5,eb7e421d,319,2,34,1,393,62,91,0.83,1,5,2,0,1,4,1,8,0,0
3.4.2,3.5,ebb0bdbf,226,5,10,1,163,13,42,0.67,0,16,2,0,1,3,25,9,0,0
3.4.2,3.5,ebb29674,82,1,0,2,37,0,4,0.24,1,14,1,1,1,4,26,9,0,0
3.4.2,3.5,ebc9a346,77,0,0,0,0,0,0,0,0,17,3,0,1,4,10,10,0,0
3.4.2,3.5,ebd7e61a,2682,2,20,1,501,27,112,0.31,1,15,3,0,1,3,10,7,0,0
3.4.2,3.5,ebe800de,77,5,40,1,730,47,159,0.7,0,21,2,3,2,4,10,10,0,0
3.4.2,3.5,ebe9cd73,240,0,0,0,0,0,0,0,1,13,16,7,1,1,2,12,0,0
3.4.2,3.5,ec8890d9,104,0,0,1,6,0,4,4.17,0,3,4,4,4,1,18,11,0,0
3.4.2,3.5,ecbbb815,18,4,29,1,797,41,210,0.39,1,27,15,11,1,4,21,11,0,0
3.4.2,3.5,ecea277a,1054,6,43,7,1270,76,292,0.37,1,19,2,1,1,2,9,7,0,0
3.4.2,3.5,ed1698e2,1,0,0,0,0,0,0,0,0,7,7,2,2,6,10,8,0,0
3.4.2,3.5,ed375f41,92,4,36,3,841,40,132,0.61,0,11,0,12,1,2,10,9,0,0
3.4.2,3.5,ed3a84ba,21,0,0,0,0,0,0,0,0,11,1,1,1,2,20,8,0,0
3.4.2,3.5,edbe047d,113,0,0,0,0,0,0,0,1,17,3,5,1,2,6,8,0,0
3.4.2,3.5,edc8dd9f,65,0,0,0,0,0,0,0,1,8,0,0,1,4,25,7,0,0
3.4.2,3.5,edf9769d,257,0,0,0,0,0,0,0,1,15,7,1,1,3,4,12,0,0
3.4.2,3.5,ee158786,555,3,0,60,345,0,74,0.06,1,8,2,2,1,5,29,11,2,1
3.4.2,3.5,ee6a92ce,91,0,0,0,0,0,0,0,0,20,25,5,2,5,2,8,0,0
3.4.2,3.5,eec758fd,49,3,29,1,1002,37,250,0.29,0,84,154,50,6,5,27,9,0,0
3.4.2,3.5,eedce376,1056,3,13,1,156,28,38,0.51,0,19,3,1,1,7,4,8,0,0
3.4.2,3.5,eee7b5a0,241,0,0,0,0,0,0,0,0,9,2,2,1,5,27,9,0,0
3.4.2,3.5,eeeaf4d0,196,0,0,0,0,0,0,0,0,37,3,3,1,6,16,11,0,0
3.4.2,3.5,ef077402,131,5,40,1,865,47,176,0.59,0,179,207,172,4,5,8,11,0,0
3.4.2,3.5,ef1889a8,157,3,28,1,731,36,174,0.44,0,8,38,38,2,7,10,11,11,1
3.4.2,3.5,ef1edca8,2651,0,0,0,0,0,0,0,1,13,0,4,1,5,28,6,0,0
3.4.2,3.5,ef3ecb87,1649,0,0,0,0,0,0,0,1,13,1,0,1,5,19,7,0,0
3.4.2,3.5,ef6148ba,183,0,0,0,0,0,0,0,0,34,5,6,1,4,19,9,0,0
3.4.2,3.5,ef662a58,552,0,0,0,0,0,0,0,0,6,1,1,1,5,29,11,0,0
3.4.2,3.5,ef6ff8b4,115,0,0,1,6,0,4,4.17,0,3,2,2,2,3,20,11,0,0
3.4.2,3.5,ef767263,648,0,0,0,0,0,0,0,1,17,0,951,1,2,10,12,0,0
3.4.2,3.5,ef95736b,7134,4,58,1,738,75,172,0.93,1,14,1,1,1,4,25,7,0,0
3.4.2,3.5,ef9743af,21,2,11,5,194,17,48,0.81,1,13,2,2,1,2,20,8,0,0
3.4.2,3.5,efb07c68,2625,7,49,1,876,90,216,0.77,1,32,1,0,1,2,25,6,0,0
3.4.2,3.5,efbc9d23,320,4,25,15,483,30,100,0.49,0,25,115,100,9,6,26,10,0,0
3.4.2,3.5,efcc9adf,214,3,2,1,112,2,30,1.05,1,16,6,5,1,4,28,11,0,0
3.4.2,3.5,efd99134,513,4,44,1,1591,51,377,0.24,0,10,2,2,1,5,22,11,0,0
3.4.2,3.5,efda1483,135,2,12,5,219,17,51,0.82,1,27,6,4,2,6,16,11,0,0
3.4.2,3.5,efea572e,115,0,0,0,0,0,0,0,0,14,25,17,1,3,30,10,0,0
3.4.2,3.5,f010e002,1032,5,36,1,1091,52,278,0.09,1,18,19,6,2,7,30,6,0,0
3.4.2,3.5,f02bacd9,2705,4,43,1,595,94,174,1.56,0,33,38,2,1,4,8,8,0,0
3.4.2,3.5,f07c7f51,236,5,23,1,844,29,106,0.27,1,34,46,43,7,6,30,11,0,0
3.4.2,3.5,f0b3d7c6,59,2,16,1,510,25,156,0.33,0,4,3,4,2,5,30,8,0,0
3.4.2,3.5,f0c8b8d0,41,4,28,1,449,46,112,0.81,0,38,67,13,2,6,31,8,0,0
3.4.2,3.5,f1131788,23,4,11,15,242,17,63,0.38,0,11,7,7,2,4,22,8,0,0
3.4.2,3.5,f116e787,600,0,0,0,0,0,0,0,1,29,17,17,1,3,4,12,0,0
3.4.2,3.5,f11989da,2636,4,136,1,1157,145,338,1.46,0,9,4,2,1,3,26,6,0,0
3.4.2,3.5,f1385f29,103,4,51,1,1032,77,281,0.73,0,14,1,1,1,2,1,10,1,1
3.4.2,3.5,f1752a55,501,0,0,0,0,0,0,0,1,17,48,48,2,4,21,11,0,0
3.4.2,3.5,f1aaf6d3,52,2,17,2,137,20,34,0.81,0,78,24,12,2,4,29,8,0,0
3.4.2,3.5,f1f045cd,419,0,0,1,6,0,4,4.17,0,1,4,4,4,3,13,11,0,0
3.4.2,3.5,f26102a2,505,3,0,10,37,0,10,0.24,0,8,3,0,1,4,21,11,1,1
3.4.2,3.5,f26bbc0d,340,0,0,0,0,0,0,0,1,12,14,3,3,2,5,11,0,0
3.4.2,3.5,f27e7f05,270,4,31,1,917,38,194,0.2,0,7,22,8,3,3,9,10,0,0
3.4.2,3.5,f2f95512,597,4,51,1,1028,62,216,0.31,1,23,2,2,2,3,4,12,0,0
3.4.2,3.5,f328a74f,127,0,0,1,6,0,4,4.17,0,3,11,11,11,4,21,11,0,0
3.4.2,3.5,f3c67355,115,0,0,0,0,0,0,0,0,35,11,12,1,3,30,10,0,0
3.4.2,3.5,f3cfd638,121,2,13,8,280,15,50,0.73,1,24,6,3,3,6,2,11,0,0
3.4.2,3.5,f40ddd4e,238,0,0,1,6,0,4,4.17,0,5,3,3,3,1,8,7,0,0
3.4.2,3.5,f4116da7,41,3,0,7,70,0,17,0.23,1,16,1,1,1,3,28,8,0,0
3.4.2,3.5,f42eabe8,65,2,10,5,175,16,42,0.85,0,28,29,5,2,4,25,7,0,0
3.4.2,3.5,f431b408,149,5,63,1,1953,75,611,0.41,1,7,7,7,2,7,15,9,0,0
3.4.2,3.5,f4478ab6,33,0,0,0,0,0,0,0,0,12,19,5,1,2,24,9,0,0
3.4.2,3.5,f44e60e0,63,0,0,0,0,0,0,0,0,13,8,8,1,5,30,8,0,0
3.4.2,3.5,f4538324,7134,5,6,38,307,7,67,0.17,1,30,7,7,3,4,25,7,0,0
3.4.2,3.5,f45dcfa7,209,0,0,0,0,0,0,0,0,16,2,9,1,2,24,9,0,0
3.4.2,3.5,f4667229,390,2,16,1,509,21,87,0.28,0,14,2,2,2,5,8,11,0,0
3.4.2,3.5,f480a3a7,80,1,4,3,76,5,19,1.02,0,19,11,3,3,3,25,9,0,0
3.4.2,3.5,f483a856,63,4,47,1,870,70,236,0.99,0,9,21,21,9,2,10,9,15,1
3.4.2,3.5,f4976f40,13,4,47,1,679,79,167,0.93,1,18,6,0,1,4,31,10,0,0
3.4.2,3.5,f4c9c9ce,138,7,87,1,1778,101,301,0.7,1,16,2,6,1,6,14,9,1,1
3.4.2,3.5,f5130199,317,4,1,26,274,1,36,0.07,1,31,4,4,1,5,25,10,0,0
3.4.2,3.5,f54edf70,127,7,87,1,1782,101,301,0.7,1,20,20,9,1,5,13,9,0,0
3.4.2,3.5,f56d8278,31,4,56,8,1178,77,313,0.53,0,21,55,57,18,5,23,8,0,0
3.4.2,3.5,f56f339a,1674,1,1,2,387,1,33,0.02,1,22,87,87,4,6,3,8,0,0
3.4.2,3.5,f5e7edf2,462,3,0,22,124,0,20,0.08,1,25,4,1,1,2,19,11,0,0
3.4.2,3.5,f630e122,448,0,0,0,0,0,0,0,1,13,17,0,1,1,18,11,0,0
3.4.2,3.5,f63e0b1d,547,2,10,16,336,14,77,0.26,0,10,4,4,2,4,28,11,4,1
3.4.2,3.5,f6669710,230,0,0,1,7,0,5,4.29,0,3,2,2,2,6,22,6,0,0
3.4.2,3.5,f68b6006,425,5,10,1,227,11,53,0.64,1,14,7,3,1,4,14,11,0,0
3.4.2,3.5,f69fdb61,127,5,49,1,848,62,214,0.73,0,22,0,2,1,5,13,9,0,0
3.4.2,3.5,f6b8c477,65,3,0,12,47,0,11,0.4,1,17,42,24,2,4,25,7,0,0
3.4.2,3.5,f6b9a928,496,1,0,11,57,0,16,0.32,0,36,109,93,2,4,21,11,0,0
3.4.2,3.5,f6cd1c58,67,0,0,0,0,0,0,0,1,23,3,1,1,3,18,9,0,0
3.4.2,3.5,f6ed8258,188,0,0,1,6,0,4,4.17,0,5,4,4,4,6,7,12,0,0
3.4.2,3.5,f742b675,135,4,13,2,730,17,96,0.2,1,13,1,0,1,4,17,10,0,0
3.4.2,3.5,f74e41b3,576,4,6,14,436,10,52,0.14,1,17,5,1,1,2,3,12,0,0
3.4.2,3.5,f77c4277,557,0,0,0,0,0,0,0,1,12,1,1,1,5,29,11,0,0
3.4.2,3.5,f79fe8ac,113,0,0,0,0,0,0,0,1,19,10,0,1,1,5,8,0,0
3.4.2,3.5,f7a83694,50,6,19,1,787,38,203,0.12,1,11,0,1,1,3,4,9,0,0
3.4.2,3.5,f7aa3ab0,462,5,41,1,1038,48,198,0.5,0,36,1,1,1,2,19,11,0,0
3.4.2,3.5,f7ae81b1,31,5,49,1,848,62,214,0.73,0,17,8,8,3,4,19,9,0,0
3.4.2,3.5,f7c1aaf2,105,4,26,1,717,33,140,0.42,0,74,279,137,5,2,29,10,0,0
3.4.2,3.5,f7cf67d3,45,1,5,2,113,5,13,0.58,1,9,2,1,1,5,12,7,0,0
3.4.2,3.5,f7cff2fd,53,2,2,7,114,2,16,0.11,0,12,1,1,1,4,29,8,0,0
3.4.2,3.5,f803bad0,588,8,10,1,640,28,145,0.14,1,21,13,10,2,3,4,12,0,0
3.4.2,3.5,f8054630,633,0,0,0,0,0,0,0,1,13,892,0,1,6,7,12,0,0
3.4.2,3.5,f80e842f,152,0,0,1,6,0,4,4.17,0,3,3,3,3,6,30,11,0,0
3.4.2,3.5,f80e93eb,271,0,0,0,0,0,0,0,0,11,4,13,1,5,22,11,0,0
3.4.2,3.5,f82679b3,598,0,0,0,0,0,0,0,0,25,0,0,1,3,4,12,0,0
3.4.2,3.5,f84f1494,102,6,92,1,2960,104,954,0.42,0,11,5,0,1,3,11,9,1,1
3.4.2,3.5,f8559202,389,6,92,1,1834,189,464,0.75,1,14,2,2,1,4,7,11,2,1
3.4.2,3.5,f8630d2b,266,0,0,0,0,0,0,0,0,9,2,2,1,4,21,11,0,0
3.4.2,3.5,f8b7c4ee,110,0,0,1,6,0,4,4.17,0,3,5,5,5,2,19,11,0,0
3.4.2,3.5,f8bbb4c6,135,2,0,6,41,0,10,0.76,0,14,7,7,1,6,16,11,0,0
3.4.2,3.5,f8becb79,317,7,8,1,296,14,68,0.44,1,21,1,1,1,5,25,10,0,0
3.4.2,3.5,f8ce3f71,266,0,0,1,6,0,4,4.17,0,3,2,2,2,2,6,8,0,0
3.4.2,3.5,f8f60ac0,93,4,64,11,1155,88,318,0.65,0,10,11,1,3,5,27,9,0,0
3.4.2,3.5,f940c403,139,0,0,1,6,0,4,4.17,0,5,7,7,7,3,27,11,0,0
3.4.2,3.5,f944aba4,251,2,0,25,202,0,42,0.24,0,7,2,2,1,5,27,9,0,0
3.4.2,3.5,f965d758,9,4,46,1,606,98,179,1.59,0,36,40,4,1,3,14,8,0,0
3.4.2,3.5,f965ff1c,321,5,10,1,220,11,52,0.66,1,35,2,2,1,1,28,10,0,0
3.4.2,3.5,f972ff88,401,0,0,0,0,0,0,0,0,7,8,8,4,6,9,11,0,0
3.4.2,3.5,f9ddde8d,128,4,42,1,725,70,193,0.82,0,20,13,1,2,3,16,10,9,1
3.4.2,3.5,fa0ca48a,266,2,16,1,535,25,160,0.32,0,7,1,1,1,4,21,11,0,0
3.4.2,3.5,fa10ccba,482,6,92,1,1837,189,464,0.74,1,22,2,1,1,3,20,11,2,1
3.4.2,3.5,fa349723,111,0,0,1,6,0,4,4.17,0,3,3,3,3,2,19,11,0,0
3.4.2,3.5,fa4b3694,112,0,0,0,0,0,0,0,0,16,9,0,3,6,12,10,0,0
3.4.2,3.5,fa76d11e,465,5,1,62,351,1,60,0.08,1,24,3,3,1,2,19,11,0,0
3.4.2,3.5,fa8a509f,6,6,98,1,1757,125,453,0.67,1,51,18,5,3,5,20,9,7,1
3.4.2,3.5,fabcc374,40,0,0,1,6,0,4,4.17,0,3,5,5,5,4,19,9,0,0
3.4.2,3.5,fac0ce8e,317,6,18,1,355,22,61,0.41,1,11,2,1,1,5,25,10,1,1
3.4.2,3.5,fac33f51,171,4,47,1,679,79,167,0.93,1,24,3,3,1,4,7,11,1,1
3.4.2,3.5,faca571a,117,5,87,1,1544,116,427,0.81,0,13,5,5,4,5,4,10,3,1
3.4.2,3.5,faf00687,115,0,0,0,0,0,0,0,0,9,2,4,1,3,30,10,0,0
3.4.2,3.5,fafbaa51,54,3,10,1,174,13,49,0.14,0,30,1,1,1,4,5,9,0,0
3.4.2,3.5,fb0754d3,1043,0,0,0,0,0,0,0,1,18,1,1,1,5,5,7,0,0
3.4.2,3.5,fb2c9e7e,306,3,60,1,875,74,197,0.15,0,12,4,0,1,3,23,10,0,0
3.4.2,3.5,fb36abe6,86,3,21,7,396,34,107,0.17,1,30,21,20,5,3,4,9,0,0
3.4.2,3.5,fb433d25,177,0,0,1,6,0,4,4.17,0,3,4,4,4,4,5,12,0,0
3.4.2,3.5,fb917e5d,3,6,38,39,942,52,242,0.59,1,25,7,5,1,6,31,8,0,0
3.4.2,3.5,fba5363f,113,0,0,0,0,0,0,0,1,24,7,0,1,1,5,8,0,0
3.4.2,3.5,fbc68cd7,100,0,0,1,6,0,4,4.17,0,3,10,10,10,7,17,11,0,0
3.4.2,3.5,fbd46fbc,2671,3,5,27,307,7,55,0.14,1,25,27,15,2,7,30,6,0,0
3.4.2,3.5,fbf4acf6,552,6,99,1,3138,110,1022,0.43,0,12,6,69,1,5,29,11,0,0
3.4.2,3.5,fbfa90a2,50,2,0,16,209,0,35,0.06,0,13,5,3,1,3,4,9,0,0
3.4.2,3.5,fc0ac0c0,246,0,0,1,6,0,4,4.17,0,3,2,2,2,7,21,7,0,0
3.4.2,3.5,fc36a8fc,229,0,0,1,7,0,5,4.29,0,3,2,2,2,5,21,6,0,0
3.4.2,3.5,fc5fb635,240,3,5,2,172,7,34,0.18,0,17,47,10,3,5,27,9,25,1
3.4.2,3.5,fc62ad5e,264,0,0,1,6,0,4,4.17,0,3,9,9,9,1,5,8,0,0
3.4.2,3.5,fcae3978,2697,4,45,1,637,76,149,0.97,0,18,3,6,1,3,31,7,0,0
3.4.2,3.5,fccd72a7,228,0,0,0,0,0,0,0,1,28,18,7,1,6,30,11,0,0
3.4.2,3.5,fcde71fd,115,0,0,0,0,0,0,0,0,13,4,3,1,3,30,10,0,0
3.4.2,3.5,fce47c7c,260,0,0,1,6,0,4,4.17,0,5,3,3,3,6,3,8,0,0
3.4.2,3.5,fd191b32,501,0,0,0,0,0,0,0,1,9,0,0,1,4,21,11,0,0
3.4.2,3.5,fd3b3123,50,3,35,1,463,45,142,0.7,1,11,4,0,1,3,4,9,0,0
3.4.2,3.5,fd50ad33,390,0,0,0,0,0,0,0,0,10,5,1,1,4,7,11,0,0
3.4.2,3.5,fd56fd35,282,7,145,1,2630,186,751,0.79,1,20,2,2,1,5,11,10,0,0
3.4.2,3.5,fd6b8473,182,4,42,1,1316,49,286,0.37,0,10,74,11,4,4,14,11,3,1
3.4.2,3.5,fd78be75,232,0,0,0,0,0,0,0,0,28,2,2,1,3,20,11,0,0
3.4.2,3.5,fd82a98c,161,2,2,11,135,2,18,0.13,0,7,11,7,1,1,16,9,0,0
3.4.2,3.5,fdae8f9b,7134,3,17,15,619,26,128,0.23,1,8,10,10,6,4,25,7,0,0
3.4.2,3.5,fde992b3,45,1,0,5,48,0,3,0.21,1,16,1,1,1,5,12,7,0,0
3.4.2,3.5,fe1e4e3f,215,0,0,0,0,0,0,0,0,22,4,4,1,2,19,11,0,0
3.4.2,3.5,fe2e8c61,638,8,10,1,642,28,145,0.14,1,23,1,1,1,6,7,12,0,0
3.4.2,3.5,fe3ace4f,535,5,52,1,1139,71,223,0.45,0,21,3,14,1,3,27,11,0,0
3.4.2,3.5,fe485a9a,228,0,0,0,0,0,0,0,1,6,0,0,2,6,30,11,0,0
3.4.2,3.5,fe570eb9,131,0,0,0,0,0,0,0,0,14,87,34,2,5,8,11,0,0
3.4.2,3.5,fe813cf5,65,0,0,0,0,0,0,0,0,12,7,6,1,4,25,7,0,0
3.4.2,3.5,fe877734,35,0,0,0,0,0,0,0,0,25,3,4,1,7,25,8,0,0
3.4.2,3.5,fe8a8c9a,263,5,42,1,803,49,193,0.69,1,17,8,2,1,1,9,12,0,0
