r1,r2,commit,author_experience,MaxNestings,CountDeclFunction,Cyclomatics,CountLineCodes,CountStmtDecls,CountLineBlank_php,RatioCommentToCodes,bug,msg_size,nbr_insert_line_commit,nbr_deleted_line_commit,nbr_churn_file_commit,week_day,month_day,month,freq,pic
2.9.2,3.0,24e46cc3,1042,2,13,1,466,20,141,0.29,0,9,30,36,10,6,18,12,0,0
2.9.2,3.0,24f2415b,201,1,0,14,53,0,17,0.26,1,7,4,1,1,5,13,5,0,0
2.9.2,3.0,2501fac1,350,1,6,2,258,10,76,0.25,0,6,0,165,4,1,4,4,0,0
2.9.2,3.0,2518cd05,5654,2,8,1,188,11,36,0.4,0,4,1,1,1,2,22,2,0,0
2.9.2,3.0,252bd08b,6,0,0,1,17,0,7,0.24,0,10,39,1,2,4,17,2,0,0
2.9.2,3.0,252e198e,156,6,80,1,2682,123,502,0.29,1,6,2,2,1,7,27,2,2,1
2.9.2,3.0,252e2439,5421,5,16,35,620,25,158,0.21,0,11,10,10,2,3,12,1,0,0
2.9.2,3.0,253c82d9,790,7,0,96,491,0,63,0.04,0,8,11,11,3,4,19,5,1,1
2.9.2,3.0,25511522,5691,4,3,1,127,3,17,0.15,0,12,2,2,1,5,25,2,0,0
2.9.2,3.0,2581314a,354,2,13,1,484,20,144,0.29,1,15,19,43,3,1,4,4,0,0
2.9.2,3.0,25843040,281,6,44,1,1276,70,342,0.76,1,20,15,15,1,6,26,3,13,1
2.9.2,3.0,25883dca,108,3,52,1,507,57,156,1.1,0,15,93,7,2,3,23,2,2,1
2.9.2,3.0,25965cf0,196,5,1,53,297,1,53,0.09,1,9,1,1,1,4,3,3,0,0
2.9.2,3.0,25a2a06a,5693,3,12,9,287,15,54,0.27,0,6,555,706,12,1,28,2,16,1
2.9.2,3.0,25dcb020,5873,4,16,1,768,19,108,0.19,1,15,10,5,1,6,14,5,7,1
2.9.2,3.0,25e152a5,5404,4,36,25,775,49,215,0.33,0,5,76,20,3,1,10,1,0,0
2.9.2,3.0,25e4c70b,31,2,11,7,214,14,37,0.76,0,8,41,28,1,2,10,5,0,0
2.9.2,3.0,2610af8b,165,5,61,1,1183,80,217,0.7,0,11,3,3,1,1,28,2,3,1
2.9.2,3.0,261592f3,264,4,25,1,712,31,161,0.21,0,13,6,2,1,2,22,3,2,1
2.9.2,3.0,262545ac,740,3,0,11,57,1,11,0.12,0,7,1,1,1,4,26,5,0,0
2.9.2,3.0,26494e05,5915,0,0,0,0,0,0,0,1,3,1,1,1,1,23,5,0,0
2.9.2,3.0,2653342f,17,4,36,1,917,56,179,0.45,0,7,45,9,4,6,15,1,0,0
2.9.2,3.0,2660f3f8,276,7,79,1,1478,89,255,0.75,1,8,1,1,1,5,1,4,0,0
2.9.2,3.0,26650340,265,1,0,14,277,0,23,0.01,0,15,4,8,1,2,22,3,0,0
2.9.2,3.0,26a15c00,833,0,0,1,7,0,6,4.71,0,6,1,1,1,6,7,5,0,0
2.9.2,3.0,26ade421,5401,3,12,1,112,12,40,1.04,1,8,1,1,1,6,8,1,0,0
2.9.2,3.0,26d0ba4c,68,1,0,8,55,0,12,0.77,1,12,2,2,2,3,9,2,0,0
2.9.2,3.0,27015b92,5926,6,60,1,2019,95,427,0.53,1,10,2,1,2,2,24,5,0,0
2.9.2,3.0,2741e811,82,5,2,1,242,4,50,0.35,1,21,16,1,1,7,13,2,0,0
2.9.2,3.0,274a3f69,5708,4,4,42,284,6,63,0.19,0,12,6,5,1,5,4,3,0,0
2.9.2,3.0,2764e19b,11,0,0,0,0,0,0,0,0,4,9,16,1,2,3,5,0,0
2.9.2,3.0,2794e060,291,2,6,8,303,10,83,0.17,0,8,3,25,4,6,26,3,0,0
2.9.2,3.0,27a67938,400,6,77,1,2728,121,510,0.27,0,7,1,1,1,5,15,4,1,1
2.9.2,3.0,27b9ed12,151,4,83,1,1051,115,334,0.81,1,5,6,4,1,2,29,3,2,1
2.9.2,3.0,27cf16f4,111,7,0,50,271,0,39,0.03,0,9,2,0,1,6,26,2,0,0
2.9.2,3.0,27eda1fa,595,27,19,1,418,27,66,0.09,1,7,3,8,1,3,11,5,0,0
2.9.2,3.0,280a19ff,749,3,3,17,190,4,29,0.15,0,21,16,17,3,5,25,2,0,0
2.9.2,3.0,2819ce72,5349,7,39,6,1026,71,247,0.42,1,11,1,5,1,2,28,12,0,0
2.9.2,3.0,282f3be6,5867,4,15,1,730,18,106,0.19,1,15,1,1,1,5,13,5,1,1
2.9.2,3.0,284a6cbc,238,4,2,62,322,2,71,0.11,1,33,13,13,2,7,27,3,0,0
2.9.2,3.0,284e2758,5833,0,0,0,0,0,0,0,1,6,4,1,2,2,3,5,0,0
2.9.2,3.0,28677c6b,5401,3,1,19,155,1,22,0.28,1,10,2,3,1,6,8,1,0,0
2.9.2,3.0,28891708,5641,4,7,1,533,11,134,0.2,0,6,88,88,7,7,20,2,0,0
2.9.2,3.0,28930c1e,792,1,0,3,13,0,5,1,0,12,1,0,1,4,10,3,0,0
2.9.2,3.0,28a80ce8,746,3,27,1,195,27,49,1.55,1,8,1,1,1,4,26,5,0,0
2.9.2,3.0,28b2f326,184,4,4,49,306,6,66,0.17,0,12,16,6,1,7,6,3,15,1
2.9.2,3.0,28b3012,263,3,30,1,309,35,48,0.09,1,6,1,1,1,1,28,3,1,1
2.9.2,3.0,28d836c6,5316,6,54,1,969,74,288,0.91,1,11,25,12,1,5,17,12,0,0
2.9.2,3.0,2906ded6,804,1,0,13,51,0,16,0.27,0,16,1,2,1,3,13,4,0,0
2.9.2,3.0,2920185d,1,3,3,30,216,6,22,0.04,0,4,245,0,1,3,5,1,0,0
2.9.2,3.0,297f3e37,56,5,86,1,1397,139,390,0.12,1,8,1,3,1,5,4,2,0,0
2.9.2,3.0,299183fa,212,3,2,9,222,3,29,0.15,0,20,11,5,1,3,9,3,1,1
2.9.2,3.0,29a9729c,76,6,0,115,453,0,58,0.03,1,8,3,3,1,7,13,2,0,0
2.9.2,3.0,29b0cd92,176,2,13,1,485,20,144,0.28,0,13,1,1,1,1,28,2,0,0
2.9.2,3.0,29b2070a,6029,0,0,1,7,0,6,4.71,0,1,1,1,1,6,11,6,0,0
2.9.2,3.0,29bafc4b,718,3,9,28,458,14,128,0.24,0,2,190,3,3,7,23,1,0,0
2.9.2,3.0,29f31243,1041,3,0,35,243,0,75,0.03,1,12,2,2,1,6,18,12,0,0
2.9.2,3.0,2a13a4a8,5752,4,83,1,1049,113,334,0.82,1,5,84,0,1,2,29,3,13,1
2.9.2,3.0,2a1d6e14,24,4,57,1,717,78,170,0.95,0,9,2,1,1,2,3,5,0,0
2.9.2,3.0,2a3564c8,175,4,48,1,973,71,261,0.73,0,15,7,2,1,1,28,2,0,0
2.9.2,3.0,2a4783ca,886,0,0,1,7,0,6,4.71,0,2,1,1,1,4,26,5,0,0
2.9.2,3.0,2a7375a6,206,7,45,1,612,75,179,0.69,1,16,6,11,1,1,14,3,0,0
2.9.2,3.0,2a99808a,5912,6,40,41,940,55,247,0.61,1,10,6,6,1,7,22,5,3,1
2.9.2,3.0,2ab1e7d4,291,2,0,8,82,0,17,0.09,0,9,1,1,1,6,26,3,0,0
2.9.2,3.0,2ac2f215,798,5,44,1,668,60,176,0.84,1,10,31,8,1,5,27,5,16,1
2.9.2,3.0,2ae741bb,212,4,0,33,166,0,28,0.19,1,12,0,3,1,5,18,3,0,0
2.9.2,3.0,2afc1481,5806,8,0,64,320,0,71,0.17,1,8,7,1,1,3,27,4,0,0
2.9.2,3.0,2b182d39,5654,2,13,1,474,20,143,0.28,0,4,142,140,2,2,22,2,0,0
2.9.2,3.0,2b930efb,5849,3,7,1,136,13,42,0.84,1,14,3,0,1,3,11,5,0,0
2.9.2,3.0,2b9d0dad,830,5,65,1,1101,102,301,0.09,0,5,1,1,1,5,6,5,0,0
2.9.2,3.0,2bbdd199,370,6,69,1,1441,93,369,0.56,0,16,16,5,2,2,3,5,6,1
2.9.2,3.0,2bd40396,761,2,13,1,481,20,141,0.28,1,16,2,6,3,5,27,5,0,0
2.9.2,3.0,2bd47bd3,836,6,76,1,2732,121,511,0.27,0,4,2,2,1,1,9,5,0,0
2.9.2,3.0,2bf6d147,577,2,7,1,156,8,49,0.82,1,18,1,1,1,6,7,5,1,1
2.9.2,3.0,2c07470d,5989,7,128,1,2117,174,483,0.82,1,8,4,0,1,4,2,6,0,0
2.9.2,3.0,2c1cc837,814,6,23,1,412,29,74,0.49,1,12,3,3,1,5,29,4,2,1
2.9.2,3.0,2c26a7b6,483,2,0,6,41,0,13,0.49,0,10,1,1,1,6,30,4,0,0
2.9.2,3.0,2c2a0cc1,719,1,38,1,605,52,133,1.1,0,13,3,3,3,5,24,12,0,0
2.9.2,3.0,2c4c3111,336,3,9,16,370,13,52,0.07,0,15,1,1,1,7,3,4,0,0
2.9.2,3.0,2c52c876,101,3,27,1,157,31,56,1.78,0,6,12,0,1,2,22,2,0,0
2.9.2,3.0,2c727e94,182,3,0,23,150,0,22,0.09,1,9,11,9,2,2,3,5,2,1
2.9.2,3.0,2c80016b,256,1,0,10,176,0,15,0.01,1,8,15,15,2,6,19,3,0,0
2.9.2,3.0,2caa9c7e,28,5,117,3,1704,183,442,0.1,0,9,12,8,1,6,22,1,0,0
2.9.2,3.0,2cb4abfa,296,0,0,0,0,0,0,0,0,19,0,0,2,7,27,3,0,0
2.9.2,3.0,2cb9e894,47,0,0,0,0,0,0,0,0,9,0,0,1,5,3,6,0,0
2.9.2,3.0,2cc01f59,131,3,0,32,204,0,49,0.07,0,19,18,2,2,7,27,2,2,1
2.9.2,3.0,2ce7dc4d,101,5,20,43,599,31,120,0.35,0,9,72,72,14,2,22,2,0,0
2.9.2,3.0,2cea68f0,5754,4,14,8,336,19,67,0.06,1,8,2,2,2,3,30,3,0,0
2.9.2,3.0,2d10d937,5970,4,81,1,998,125,291,0.2,1,13,3,2,1,6,28,5,2,1
2.9.2,3.0,2d2cb240,5719,7,115,1,2221,157,641,0.77,1,5,34,23,1,4,10,3,10,1
2.9.2,3.0,2d3d6491,5902,6,8,42,578,9,93,0.17,1,11,76,24,8,5,20,5,0,0
2.9.2,3.0,2d78f9d6,5609,6,119,1,1957,167,454,0.78,0,12,10,1,1,6,12,2,0,0
2.9.2,3.0,2d7f6248,551,0,0,0,0,0,0,0,1,9,13,14,2,4,5,5,0,0
2.9.2,3.0,2d85143b,14,1,0,9,50,0,13,0,0,12,2,2,1,4,3,3,0,0
2.9.2,3.0,2db57edc,196,6,121,1,2005,167,455,0.82,1,13,7,1,1,4,3,3,0,0
2.9.2,3.0,2db60de8,361,4,19,1,590,26,159,0.46,1,11,15,2,1,1,2,5,7,1
2.9.2,3.0,2dcfc091,101,4,23,13,673,35,144,1.48,1,6,4,21,4,2,22,2,0,0
2.9.2,3.0,2df0c3ea,5507,5,106,1,1566,165,426,0.1,0,4,0,15,1,3,26,1,0,0
2.9.2,3.0,2e054e28,354,7,116,1,2242,159,647,0.77,1,8,7,0,1,1,4,4,0,0
2.9.2,3.0,2e1dc419,794,6,75,1,2728,119,508,0.27,1,9,1,1,1,6,28,5,0,0
2.9.2,3.0,2e2c626d,165,6,33,1,644,43,165,0.65,0,11,1,0,1,1,28,2,0,0
2.9.2,3.0,2e2c820d,5384,0,0,0,0,0,0,0,0,6,60,0,1,5,7,1,0,0
2.9.2,3.0,2e6e3ba7,198,3,0,50,224,0,49,0.08,1,13,1,1,1,2,10,5,1,1
2.9.2,3.0,2eab801e,581,7,118,1,2245,161,652,0.79,0,13,12,22,1,7,8,5,5,1
2.9.2,3.0,2eadcb9a,873,4,38,2,847,46,143,0.44,1,13,12,4,4,6,11,6,1,1
2.9.2,3.0,2ecc414b,180,6,43,1,1261,68,337,0.76,1,13,6,8,1,7,6,3,0,0
2.9.2,3.0,2ecda01c,5836,5,36,20,779,50,160,0.62,1,8,33,30,3,2,3,5,9,1
2.9.2,3.0,2ecdf455,5345,3,80,1,637,82,192,1.69,0,19,190,133,1,4,23,12,0,0
2.9.2,3.0,2f3eca5f,834,3,0,52,250,0,50,0.08,1,16,3,2,1,4,2,6,3,1
2.9.2,3.0,2f3f5b35,26,2,5,14,195,8,27,0.16,1,8,47,58,3,5,21,1,0,0
2.9.2,3.0,2f7d83c2,31,1,0,2,26,0,8,0.46,0,10,1,1,1,2,10,5,0,0
2.9.2,3.0,2f7f7551,658,6,33,1,654,43,165,0.64,1,22,4,2,1,1,16,5,0,0
2.9.2,3.0,2fabcf53,755,3,28,29,1052,44,192,0.27,1,17,25,19,3,3,12,1,0,0
2.9.2,3.0,2ff7f83b,5404,3,0,37,252,0,76,0.03,0,10,6,6,1,1,10,1,0,0
2.9.2,3.0,30036065,5349,3,6,1,147,11,63,0.1,1,11,5,3,1,2,28,12,0,0
2.9.2,3.0,30128f63,851,6,76,1,2732,121,511,0.27,0,6,9,4,1,6,14,5,0,0
2.9.2,3.0,30181fd9,5412,6,43,1,1162,69,322,0.81,1,9,3,3,1,2,11,1,0,0
2.9.2,3.0,301dc6db,38,4,11,3,554,14,73,0.2,1,10,7,1,1,4,27,1,0,0
2.9.2,3.0,3024e581,743,4,3,1,126,3,17,0.15,0,14,1,1,1,4,24,2,0,0
2.9.2,3.0,302fd434,166,4,77,1,976,105,302,0.79,0,12,5,3,1,3,2,3,4,1
2.9.2,3.0,3033d588,604,2,13,1,488,20,144,0.28,1,12,27,12,7,4,12,5,0,0
2.9.2,3.0,3061e08e,895,7,45,1,820,84,200,0.73,0,24,40,1,1,5,10,6,2,1
2.9.2,3.0,308c876d,268,4,48,1,973,71,261,0.73,1,10,1,1,1,2,22,3,0,0
2.9.2,3.0,309afc8a,5354,7,107,1,1932,142,562,0.81,1,12,1,1,1,3,29,12,0,0
2.9.2,3.0,30b82141,185,5,1,53,297,1,53,0.09,0,11,21,12,3,2,1,3,0,0
2.9.2,3.0,30c1e595,251,2,13,1,484,20,143,0.28,0,8,1,1,1,5,18,3,0,0
2.9.2,3.0,30d6eb32,256,4,22,22,495,33,119,0.34,0,6,24,25,20,6,19,3,15,1
2.9.2,3.0,311b5a82,5756,4,26,2,388,57,115,0.96,0,19,1,1,1,6,2,4,0,0
2.9.2,3.0,3153720d,752,5,7,81,370,10,106,0.82,1,19,4,2,1,1,10,1,0,0
2.9.2,3.0,31b71cd5,668,5,0,85,415,0,52,0.05,0,8,4,4,3,3,18,5,3,1
2.9.2,3.0,31b8da5a,5939,4,8,1,186,15,54,0.68,0,10,6,1,1,3,25,5,0,0
2.9.2,3.0,31c4756a,5770,5,58,12,1168,80,336,0.46,0,15,14,5,2,4,14,4,0,0
2.9.2,3.0,31dd323f,791,2,13,1,481,20,141,0.28,0,9,28,2,3,4,19,5,0,0
2.9.2,3.0,31e7a323,212,1,0,14,275,0,21,0.01,0,10,64,51,1,3,9,3,4,1
2.9.2,3.0,3213eab0,361,4,19,1,581,26,155,0.46,1,9,2,1,1,1,2,5,1,1
2.9.2,3.0,321b1a61,5851,4,15,1,734,18,106,0.19,1,16,9,10,1,3,11,5,0,0
2.9.2,3.0,325b5f67,157,6,33,1,643,43,165,0.65,1,17,1,1,1,7,27,2,0,0
2.9.2,3.0,3284d920,730,5,43,1,635,59,165,0.84,1,22,7,0,1,1,14,2,0,0
2.9.2,3.0,329cc77a,350,5,1,33,226,1,34,0.07,1,16,18,18,1,1,4,4,0,0
2.9.2,3.0,32ac56ea,13,3,0,11,82,0,16,0.17,1,12,2,3,1,1,17,1,0,0
2.9.2,3.0,32a1213,25,5,24,63,1045,37,211,0.25,0,7,82,35,6,3,26,1,0,0
2.9.2,3.0,32b4cbe0,863,3,0,7,83,0,14,0.1,0,22,3,3,1,1,16,5,0,0
2.9.2,3.0,32c90a68,260,4,0,35,192,0,36,0.08,1,14,3,0,1,1,28,3,0,0
2.9.2,3.0,32cfe191,339,3,7,16,500,11,96,0.18,1,10,62,32,6,1,18,4,1,1
2.9.2,3.0,32d18323,724,3,18,10,353,38,79,0.69,0,6,4,7,2,4,3,2,0,0
2.9.2,3.0,33051cf9,33,0,0,0,0,0,0,0,0,4,56,56,1,5,10,6,0,0
2.9.2,3.0,332bac61,816,2,10,10,302,13,81,0.38,0,1,95,112,2,2,31,5,43,1
2.9.2,3.0,332c2773,806,5,61,1,1470,85,375,0.58,1,24,11,4,3,7,29,5,1,1
2.9.2,3.0,333f5b0c,773,5,27,1,373,32,113,1.1,0,10,12,7,2,1,7,2,0,0
2.9.2,3.0,3344bf4a,276,6,123,1,2020,169,462,0.82,0,6,7,6,1,5,1,4,0,0
2.9.2,3.0,334670a6,253,6,44,1,957,63,280,0.82,1,10,3,1,1,1,28,3,3,1
2.9.2,3.0,33628516,9,3,9,16,370,13,52,0.07,0,12,1,1,1,2,19,4,1,1
2.9.2,3.0,336bec59,736,3,6,19,219,9,32,0.03,0,7,772,772,3,4,6,1,0,0
2.9.2,3.0,337df6e3,672,2,13,1,480,20,141,0.28,0,9,18,24,3,5,20,5,0,0
2.9.2,3.0,33886d65,6016,6,60,1,1555,143,369,0.62,1,11,0,2,1,3,8,6,0,0
2.9.2,3.0,338a869b,834,2,14,8,249,16,41,0.82,1,14,1,1,1,4,2,6,0,0
2.9.2,3.0,33916fd7,461,2,13,1,485,20,144,0.28,1,9,35,2,3,4,28,4,0,0
2.9.2,3.0,33b86da7,267,6,44,1,959,63,282,0.81,1,13,1,0,1,3,30,3,1,1
2.9.2,3.0,33dc1292,724,6,37,1,706,47,192,0.67,1,31,3,2,1,1,27,12,0,0
2.9.2,3.0,33ecb0ea,8,6,2,293,1176,3,222,0.05,0,10,1,0,1,2,19,4,0,0
2.9.2,3.0,3403e7eb,5938,4,8,1,182,15,53,0.7,0,7,9,7,1,3,25,5,0,0
2.9.2,3.0,340acf82,414,2,0,33,156,0,37,0.13,1,17,25,21,3,6,16,4,17,1
2.9.2,3.0,3410a00c,5989,4,28,1,497,36,123,0.8,0,9,1,1,1,4,2,6,0,0
2.9.2,3.0,345af3eb,5851,4,15,1,736,18,104,0.19,1,13,2,0,1,3,11,5,0,0
2.9.2,3.0,346f859e,13,2,0,18,147,0,31,0.14,0,8,115,15,14,3,12,1,0,0
2.9.2,3.0,34a04942,116,4,60,1,1054,76,244,0.14,0,13,32,3,1,1,21,2,14,1
2.9.2,3.0,34a88119,27,6,0,48,228,0,42,0.04,0,6,3,3,1,6,29,1,0,0
2.9.2,3.0,34c1fa6d,842,3,0,34,223,0,39,0.09,0,7,75,75,32,5,3,6,72,1
2.9.2,3.0,34c57058,331,6,33,1,986,52,258,0.38,1,15,6,14,1,1,18,4,4,1
2.9.2,3.0,34cc6ab5,21,4,17,51,752,26,159,0.32,0,7,155,54,10,1,24,1,0,0
2.9.2,3.0,34d3291d,789,3,60,1,1009,83,231,0.57,1,17,14,0,2,5,25,2,0,0
2.9.2,3.0,34f9711b,5401,6,116,1,1884,162,434,0.78,0,4,1,1,1,6,8,1,0,0
2.9.2,3.0,34ff99fb,817,2,13,1,479,20,141,0.28,0,10,3,3,3,2,31,5,0,0
2.9.2,3.0,352e6f50,26,5,41,1,662,65,156,0.12,1,12,3,3,1,6,7,5,0,0
2.9.2,3.0,35460703,5345,7,29,5,602,41,135,0.33,0,9,34,34,12,4,23,12,0,0
2.9.2,3.0,356a50d1,348,6,80,1,1522,123,446,1.01,1,22,2,2,2,7,24,4,1,1
2.9.2,3.0,359e1620,6016,3,0,13,83,0,23,0.19,1,8,1,1,1,3,8,6,0,0
2.9.2,3.0,35a3cdce,883,2,13,1,474,20,141,0.29,1,10,3,2,3,2,14,6,0,0
2.9.2,3.0,35a9bc16,695,2,10,9,297,12,77,0.37,1,12,6,6,2,1,23,5,3,1
2.9.2,3.0,35cdac68,108,4,39,27,884,53,244,0.35,0,6,7,7,3,6,19,2,0,0
2.9.2,3.0,35d80098,800,4,10,31,578,14,115,0.2,1,13,13,14,5,6,28,5,4,1
2.9.2,3.0,35e6b0a1,763,2,0,16,122,0,21,0.05,0,17,1,1,1,6,19,3,0,0
2.9.2,3.0,3609f388,5473,5,58,57,1072,91,250,0.07,0,10,104,28,2,6,22,1,0,0
2.9.2,3.0,363a7523,138,1,0,14,275,0,21,0.01,1,6,6,6,1,4,10,3,0,0
2.9.2,3.0,363da801,5539,6,28,34,670,46,132,0.22,0,13,126,273,3,6,29,1,0,0
2.9.2,3.0,364584e3,5928,4,16,1,770,19,107,0.18,1,11,1,1,1,2,24,5,0,0
2.9.2,3.0,364b9b0f,64,4,19,1,563,25,155,0.47,1,5,0,1,1,6,19,2,0,0
2.9.2,3.0,364faf55,288,4,57,1,757,78,174,0.9,1,19,8,5,1,6,2,4,0,0
2.9.2,3.0,366d1828,851,0,0,1,7,0,6,4.71,0,2,1,1,1,6,14,5,0,0
2.9.2,3.0,36876023,463,4,5,59,452,8,111,0.18,0,12,2,1,1,4,28,4,0,0
2.9.2,3.0,36af10b6,640,5,0,70,310,0,57,0.04,0,13,3,3,2,7,15,5,3,1
2.9.2,3.0,36b2df46,1063,6,54,1,963,74,288,0.91,1,10,6,6,1,5,7,1,0,0
2.9.2,3.0,36d9a367,5345,6,41,1,1149,66,313,0.8,1,6,10,6,1,4,23,12,0,0
2.9.2,3.0,37085841,282,4,83,1,1056,115,340,0.81,1,13,5,6,1,6,2,4,0,0
2.9.2,3.0,370f6a43,306,8,64,1,758,77,207,0.88,0,6,15,3,1,4,31,3,0,0
2.9.2,3.0,372ff2e8,5799,4,0,32,160,0,29,0.2,1,10,21,20,1,2,26,4,3,1
2.9.2,3.0,3741c74f,30,0,0,0,0,0,0,0,0,4,8,1,1,4,26,5,0,0
2.9.2,3.0,37604414,808,3,15,1,646,22,131,0.23,1,9,25,15,4,7,29,5,0,0
2.9.2,3.0,376a6909,189,4,11,3,581,14,78,0.2,0,9,1,0,1,3,4,5,0,0
2.9.2,3.0,37758824,790,4,33,3,714,41,127,0.69,1,16,4,4,1,3,2,3,0,0
2.9.2,3.0,37797d1d,544,0,0,0,0,0,0,0,1,12,176,18,2,3,4,5,0,0
2.9.2,3.0,378e597a,842,0,0,1,7,0,6,4.71,0,1,1,1,1,5,3,6,0,0
2.9.2,3.0,378f68a0,384,4,65,6,1729,94,400,0.44,1,26,18,32,3,1,23,5,4,1
2.9.2,3.0,3793a4fe,276,7,79,1,1479,89,256,0.75,1,9,29,26,1,5,1,4,23,1
2.9.2,3.0,37bfdee0,5698,6,56,1,1839,87,381,0.34,0,10,93,43,4,2,1,3,45,1
2.9.2,3.0,37ce82fd,624,3,6,17,344,10,88,0.17,0,18,8,4,4,6,14,5,0,0
2.9.2,3.0,37d86213,5796,4,6,1,225,8,40,0.49,1,9,18,18,1,2,26,4,10,1
2.9.2,3.0,37faed2c,363,4,19,1,573,25,154,0.47,0,10,2,0,1,1,4,4,2,1
2.9.2,3.0,3841acea,5910,3,7,1,132,13,43,0.88,1,16,1,1,1,6,21,5,0,0
2.9.2,3.0,38421f8b,101,5,8,1,723,12,140,0.18,1,9,1,1,1,2,22,2,0,0
2.9.2,3.0,38789270,5626,6,79,1,2075,107,377,0.52,0,6,6,6,2,5,18,2,2,1
2.9.2,3.0,38909300,5507,6,22,28,609,30,116,0.11,0,7,6,9,2,3,26,1,0,0
2.9.2,3.0,3894489a,5563,6,34,3,723,60,160,0.68,0,7,14,12,3,5,4,2,0,0
2.9.2,3.0,38a77b72,93,1,0,3,28,0,8,0.01,0,20,123,324,9,1,14,2,0,0
2.9.2,3.0,390a4098,830,7,97,1,1875,123,454,0.76,1,28,20,4,2,5,6,5,10,1
2.9.2,3.0,3918b75c,291,6,85,1,1488,112,364,0.79,0,6,11,11,5,6,26,3,0,0
2.9.2,3.0,392ee060,84,1,0,5,58,1,15,0.02,0,5,13,13,8,7,13,2,0,0
2.9.2,3.0,3934cd67,22,0,0,0,0,0,0,0,0,4,9,9,1,7,15,5,0,0
2.9.2,3.0,394eba5e,5529,4,9,16,188,13,35,0.54,1,11,11,12,2,5,28,1,0,0
2.9.2,3.0,394fa6d6,382,3,11,1,136,15,27,1.27,0,21,1,0,1,1,23,5,1,1
2.9.2,3.0,39605976,87,5,10,1,190,11,52,0.74,1,15,28,26,1,7,20,2,26,1
2.9.2,3.0,39620db2,108,5,23,20,749,36,196,0.48,1,10,25,6,2,6,19,2,2,1
2.9.2,3.0,398a8ca6,762,7,43,1,701,78,170,0.5,1,10,1,1,1,1,31,1,0,0
2.9.2,3.0,39957f27,5529,3,1,1,31,3,5,0.9,1,6,64,0,1,5,28,1,0,0
2.9.2,3.0,39af3799,683,6,40,41,938,55,246,0.61,1,12,0,3,1,6,21,5,0,0
2.9.2,3.0,39b3db4e,291,2,13,1,487,20,145,0.28,1,22,9,4,5,6,26,3,0,0
2.9.2,3.0,39b5d188,743,2,7,24,407,10,105,0.24,0,20,14,13,6,4,24,2,0,0
2.9.2,3.0,39bcbf27,108,4,36,2,585,81,150,1.33,0,6,1,1,1,3,23,2,0,0
2.9.2,3.0,39efc9e5,5962,4,0,65,311,0,64,0.06,0,4,4,4,2,4,26,5,0,0
2.9.2,3.0,39f4e917,6042,0,0,1,7,0,6,4.71,0,1,1,1,1,5,17,6,0,0
2.9.2,3.0,39f5dd1d,37,0,0,0,0,0,0,0,0,4,2,2,1,2,14,6,0,0
2.9.2,3.0,39fbccfd,5746,4,82,1,1024,112,323,0.81,0,13,6,4,1,5,25,3,1,1
2.9.2,3.0,392f48,5346,9,414,1,11608,667,1201,0.19,1,9,1,1,1,5,24,12,0,0
2.9.2,3.0,3a11c693,455,3,2,23,197,3,26,0.21,1,15,4,2,1,4,28,4,0,0
2.9.2,3.0,3a2f3b34,484,4,30,7,671,45,138,0.16,0,4,9,9,7,7,1,5,0,0
2.9.2,3.0,3a3cce83,857,4,22,1,254,34,85,1.73,0,10,2,2,1,1,16,5,1,1
2.9.2,3.0,3a599d71,252,6,77,1,2704,121,512,0.28,0,6,1,1,1,5,18,3,1,1
2.9.2,3.0,3a5e6ea7,758,7,41,1,664,76,161,0.49,1,15,1,1,1,5,28,1,0,0
2.9.2,3.0,3a69ab96,533,0,0,0,0,0,0,0,1,12,30,29,2,3,4,5,0,0
2.9.2,3.0,3a69eacb,5752,4,83,1,1053,115,336,0.81,1,6,6,2,1,2,29,3,1,1
2.9.2,3.0,3a7520df,736,0,0,0,0,0,0,0,0,12,0,591,2,4,6,1,0,0
2.9.2,3.0,3ad70c3e,303,4,4,51,307,5,68,0.18,1,15,8,4,1,7,10,4,4,1
2.9.2,3.0,3b38c767,40,0,0,0,0,0,0,0,0,17,1,6,1,7,8,5,0,0
2.9.2,3.0,3b5ce238,772,3,9,16,382,13,53,0.07,0,7,11,4,1,5,27,5,9,1
2.9.2,3.0,3b5de719,368,5,20,1,647,25,87,0.31,1,13,8,8,5,2,3,5,0,0
2.9.2,3.0,3b98150c,5628,2,15,3,149,21,25,0.47,1,6,10,8,5,6,19,2,3,1
2.9.2,3.0,3ba9fc23,842,4,19,1,630,26,162,0.44,0,4,11,4,1,5,3,6,10,1
2.9.2,3.0,3bdcf368,251,3,14,2,243,17,62,0.81,1,22,12,2,3,5,18,3,6,1
2.9.2,3.0,3bf738fc,174,6,120,1,1998,166,453,0.82,1,13,2,2,1,1,28,2,2,1
2.9.2,3.0,3c2369c8,170,7,42,8,1262,77,269,0.37,1,9,4,0,1,7,24,4,0,0
2.9.2,3.0,3c5115f1,395,6,65,1,986,81,217,0.81,0,7,16,8,2,1,11,4,10,1
2.9.2,3.0,3c700282,26,4,3,41,260,4,59,0.18,1,8,1,0,1,5,21,1,0,0
2.9.2,3.0,3c795102,868,7,42,8,1259,77,269,0.37,1,19,1,3,1,6,11,6,1,1
2.9.2,3.0,3c97397d,210,4,16,23,371,20,69,0.04,1,6,3,5,1,1,16,5,0,0
